title,company,location,salary,contact,full_text,label,source,archetype
Production Supervisor,,"US, TX, Houston",40000-45000,,"Production Supervisor Founded in 1993, our group has, in a few short years, earned an excellent reputation for performance &amp; consistent, repeatable quality.Our group is committed to reinvesting our profits to grow our product lines and to make Hascor the most efficient, responsive, customer oriented company of its kind anywhere. We have a clear agenda and belief: If we provide quality products and services to the customers we sell to, they will find reasons to buy from us again. We strive every day to make that our reality.Our strategy is to supply any customer at any location worldwide no matter the size of its requirement. Our motto is that we supply any customer from 1 kg up to 100000 kg. any time, any place.Our group has a worldwide presence through our company offices as well as our expansive agent network.We produce our materials under the ISO 9001-2008 certification approved by the quality department of Perry Johnson.We constantly strive to innovate under every situation and constraint, to offer our customers innovative, “tailor made” solutions. We welcome your inquiries and challenge to meet all your raw material needs.  Oversee plant operations.Monitor and troubleshoot operating equipment.Load and unload trucks and containers.Oversee forklift operations.Perform general housekeeping.Ensure plant adheres to safety and environmental rules.Conceptualize, design, and implement plant improvement projects.Identify process deviations and perform root cause/corrective action.Handle material and cargo.Perform preventive and routine maintenance.Replenish inventory as needed.Hire, train, and supervise employees.Devise schedules and shifts. Flexible ScheduleMinimum 5 years experience.Knowledge of excel, word and Power Point.Strong communication skillsTeam PlayerMechanical back groundInventory ControlLong term viewHands on supervisor willing to think outside the boxQuick learnerAble to communicate in SpanishAbility to operate forkliftsReferences",1,emscad,emscad_fraud
English Teacher Abroad,,"US, CA, Pomona",,,"English Teacher Abroad We help teachers get safe &amp; secure jobs abroad :) Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today  University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only",0,emscad_real,legitimate
RN OR Circulator ,,"US, GA, ",,,"RN OR Circulator   Apply using below link#URL_acc13645508c15bb34a3d8b375e426d8daaa5e816ff9cbbf2e580a9366d886bd#Fayetteville, GAMake an impact, without working weekends and holidays!The Southern Orthopaedic Surgery Center of Fayetteville, is currently seeking an experienced Operating Room Circulator. You will be an integral member of our patient care team in our Fayetteville, physician-owned ASC, having a direct impact on our success. Steadily growing volume. Full-time and PRN options available. We require some flexibility in scheduling for patient load during the week, but won't require you to work weekends or holidays.Service and Teamwork are more than words here. They are the foundation of our service philosophy, as we strive toward regional and national recognition as a center of excellence. Our physicians are all Fellowship Trained in a sub-specialty. They treat patients with general orthopaedic injuries, focusing on their designated sub-specialty, including: Sports Medicine, Hand and Upper Extremity, Spine, Shoulders, Foot and Ankle, or Total Joint.Requires:• Graduate of accredited School of Nursing• Current GA RN license• Ideal candidate is able to scrub and circulate• ACLS certification• Outpatient experience required• Knowledge of Orthopedics and experience in an ASC setting desirablePlease send resume to: , or fax: .EOE",1,emscad,emscad_fraud
Customer Service Executive Wanted at Om Shakti Global Solutions,Om Shakti Global Solutions,"Pune, Maharashtra","₹35,000 - ₹45,000 per month","Please send your CV and required documents (Aadhaar, PAN, bank account details) to [hr@omshaktiglobalsolutions.com](mailto:hr@omshaktiglobalsolutions.com). We will get back to you once we receive your documents. Note: No interview will be conducted before we process your documents.","Customer Service Executive Wanted at Om Shakti Global Solutions Om Shakti Global Solutions We are looking for a Customer Service Executive to join our team. Your role will be to resolve customer grievances and provide excellent customer experience. If you have a knack for problem-solving and communication, we want to hear from you! 2-5 years of experience in customer service, excellent communication skills, basic computer skills, ability to work in a team",1,synthetic_indian,identity_harvest
Sales Account Executive,,"US, NY, New York City",,,"Sales Account Executive We live in an increasingly social and visual world. Text posts are being replaced by photos and videos which dominate the social and marketing landscape. Companies want and need to leverage this authentic and often brand-related content and Pixlee helps them do it.Pixlee is revolutionizing the relationship between people and brands, helping companies leverage these social photos/videos to market with the voice of their own customers. The Pixlee platform enables brands to collect, curate and repurpose consumer photos and videos to drive engagement and conversion. We sit at the intersection of social aggregation and big data, surfacing the best content and effectively deploying it to support their business goals.Pixlee is an Andreessen Horowitz and XSeed Capital portfolio company. Customers include major brands like Sony Playstation, UGGs, Coca-Cola, BMW, 1-800 Flowers, Jamba Juice; and ¼ of the NFL and NBA teams.At Pixlee we work hard, love to learn, and value teamwork and humility. We’ve got a big vision and we’re looking for game changers. At Pixlee, we look for talented, high-potential individuals who aren’t jerks. Our proposition is simple: Pixlee offers a unique opportunity to thrive and grow rapidly in a small-team startup environment operating at big-company scale. Our customers are some of the largest brands in the world and everything you do here affects millions of consumers.About The Position:Pixlee is seeking hungry quota-carrying, solutions-oriented Account Executives. It will be your job to prospect, qualify, educate and close the right enterprise buyers of Pixlee’s platform. You’ll also work with the team to improve our products with your valuable feedback and contribute to building the sales organization of a startup! This job is based out of our San Francisco headquarters.Responsibilities:Own the full sales cycle. Prospect new business, develop opportunities, demo the product, and close sales.Majority will be outbound salesBecome an expert in identifying the challenges our customers face when building a successful social marketing strategy; demonstrate how Pixlee can overcome those challenges and help achieve customers’ goals.Lead a consultative, solution-based sell to help marketers use Pixlee tools that will drive their social acquisition, engagement, and conversion goals.Manage existing client relationships and contract renewals.Build a deep understand of the Pixlee product, the market, and the competition.Provide critical product/process feedback to improve Pixlee’s platform and sales organizationMore About Pixlee:We live in an increasingly social and visual world. Text posts are being replaced by photos and videos which dominate the social and marketing landscape. Companies want and need to leverage this authentic and often brand-related content and Pixlee helps them do it.Pixlee is revolutionizing the relationship between people and brands, helping companies leverage these social photos/videos to market with the voice of their own customers. The Pixlee platform enables brands to collect, curate and repurpose consumer photos and videos to drive engagement and conversion. We sit at the intersection of social media and big data, surfacing the best content and effectively deploying it to support business goals.Pixlee is an Andreessen Horowitz and XSeed Capital portfolio company. Customers include major brands like Sony Playstation, Red Bull, Coca-Cola, BMW, 1-800 Flowers, Jamba Juice; and ¼ of the NFL and NBA.At Pixlee we work hard, love to learn, and value teamwork and humility. We’ve got a big vision and we’re looking for game changers. 2+ years of direct sales experience with a proven track record of success selling to all levels of the organization including managers, executives, and CxOs at large brandsExperience in a Software-as-a-Service environment; selling a SaaS product. $100,000 average contract values with 2M+ annual quotasStrong consultative sales skills with an understanding of how to determine prospects’ needs and meet customer objectives and goals.A strong work ethic and superior organizational skills; you have the ability to fluidly manage the entire sales pipeline on your own and report via a CRM to the teamA passion for web technology and social media, and the capacity to understand how it works.BA or BS degree. Bonus:Experience selling a B2B marketing product to CMO/Marketing Suite customersSales experience in a fast-paced startup environmentA network of potential clients from your experience in salesAny technical skills/knowledge e.g. API, CSS, HTML, etc.",0,emscad_real,legitimate
Content Writer - EdTech Startup,EduFusion Ventures Pvt. Ltd.,Remote,"₹3,00,000 - ₹5,00,000 per annum",careers@edufusion.in,"Content Writer - EdTech Startup EduFusion Ventures Pvt. Ltd. EduFusion Ventures Pvt. Ltd. is an edtech startup that aims to make quality education accessible to all. We are looking for an experienced Content Writer to join our team. About the role: We are seeking a Content Writer to create engaging and informative content for our website, social media platforms, and educational materials., Responsibilities: ['Develop and write high-quality content on various topics related to education and learning.', 'Research and stay updated on the latest trends and developments in the education sector.', 'Collaborate with the design team to create visually appealing content.', 'Edit and proofread content to ensure accuracy and quality.', 'Meet deadlines and deliver content on time.'], Requirements: ['3+ years of experience in content writing, preferably in the education sector.', ""Bachelor's degree in English, Communications, or a related field."", 'Strong research and writing skills, with the ability to meet deadlines.', 'Excellent communication and interpersonal skills.', 'Proficiency in content management systems (CMS) and blogging platforms.'], What we offer: We offer a competitive salary package, a dynamic work environment, and opportunities for growth and development.",0,synthetic_legitimate,legitimate
Work from Home Data Entry Executive Wanted!,India Data Solutions Pvt. Ltd.,Mumbai,"₹50,000–₹1,00,000 per month",Join our Telegram group: @IndiaDataSolutions (click link in bio to join),"Work from Home Data Entry Executive Wanted! India Data Solutions Pvt. Ltd. We are looking for a highly motivated and skilled Data Entry Executive to work from home. The candidate will be responsible for data typing, form filling, and other related tasks. This is a great opportunity for students, homemakers, and unemployed youth to earn a substantial income from the comfort of their own homes. 1-2 years of experience in data entry, basic computer skills, and a reliable internet connection. Limited seats available, so apply now!",1,synthetic_indian,wfh_task_scam
Front Desk Receptionist Professional,,"US, DC, WASHINGTON",,,"Front Desk Receptionist Professional  You will be responsible for greeting clients, managing the front office functions, maintaining supply inventory, and general office duties including, typing, faxing and filing.  In addition, you are responsible for the conference room scheduling, preparing for meetings and providing additional support to the administrative staff. The hours are 8-5 M-F with a 1 hour lunch.You will be interviewed and skill tested in MS Office.Please email your resume at once. Requirements:HS Degree2 years PROFESSIONAL office experienceExcellent communication skillsWell organized and able to multi task.",1,emscad,emscad_fraud
Senior Software Engineer,,"US, CA, San Francisco",,,"Senior Software Engineer From the lands of Can Do, Roll Our Sleeves Up and Get It Done, we create and solve things previously unimaginable. We’re revolutionizing the IT industry with a platform that provides unprecedented control over all service layers in an organization. We also transform the way people experience enterprise software — they’ll accomplish more each day and enjoy using our platform as part of their daily lives. This sounds massively ambitious and tough because it is. We’re a small team that doesn’t shy away from hard problems and we need more big thinkers and self-starters like you. If you want to be at the forefront of innovation, join us at Apcera and shine. CALLING ALL SMART, SAVVY, AND PERSONABLE ENGINEERS AT THE TOP OF THEIR GAME TO HELP US BUILD THE PLATFORM OF THE FUTURE.Apcera is completely re-imagining application infrastructure and deployment for large-scale systems and big data processing. Our vision is to bring the best features of the public cloud deployment model to an entirely new audience. By blurring the lines between Infrastructure-as-a-Service and Platform-as-a-Service, all while keeping policy as a first-class citizen, we provide a highly valuable product for real, paying customers.At Apcera, we don’t shy away from solving hard problems, while being mindful to avoid “not invented here” syndrome. We write most of our code in Go, but we strive to choose the best tool for each job. We dip into C and other languages from time to time. Our team of veterans includes alumni of Google, Twitter, Square, Microsoft, VMware and TIBCO.We wanted best-of-breed HTTP routing, so we implemented dynamic configuration directly into NGINX in C allowing routing updates—without dropping connectionsOur components communicate using gnatsd, our Go implementation of NATS, a high-performance distributed pub-sub messaging server with a serious pedigreeWe love open source, and we use Github to collaborate and host our code (both public and private). For example:In January 2013, we co-sponsored the development of WebSocket support in NGINXIn October 2013, we open-sourced gnatsdCome talk with us to find out what other challenging technical problems we're solving. We would love your help to get better, faster. WE WANT TO WORK WITH PEOPLE WHO:Have a minimum of 5 years as a senior-level software engineerHave experience with open-source projects and a track record of contributions to open-source communitiesKnow, understand, and are interested in both Docker and OpenStack projectsTake pride in their code and appreciate feedback, discussion, and iterationValue testing and know that 100% coverage is not the goalGet a warm and fuzzy feeling from Postel’s LawWrite code in several languages, and have switched their main language at least once in their careerCan describe the difference between concurrency and parallelismLike to both learn from and mentor their colleaguesHave experience running a large service and distributed system",0,emscad_real,legitimate
Customer Service Representative,,"US, TX, SAN ANTONIO",,,"Customer Service Representative  SUMMARYResponsible for acting as a liaison between customers and companies. Assists with complaints, orders, errors, account questions, billing, cancelations, and other queries.PRIMARY RESPONSIBILITIESResolve customer complaints via phone, email, mail, or social media.Use telephones to reach out to customers and verify account information.Greet customers warmly and ascertain problem or reason for calling.Cancel or upgrade accounts.Assist with placement of orders, refunds, or exchanges.Advise on company information.Take payment information and other pertinent information such as addresses and phone numbers.Place or cancel orders.Answer questions about warranties or terms of sale.Act as the company gatekeeper.Suggest solutions when a product malfunctions.Handle product recalls.Attempt to persuade customer to reconsider cancellation.Inform customer of deals and promotions.Sell products and services.Utilize computer technology to handle high call volumes.Work with customer service manager to ensure proper customer service is being delivered.Close out or open call records. Experience: Proficiency with Microsoft Word, Excel, PowerPoint; spreadsheets; web content management; and ability to navigate databases required. Experience working in higher education preferred. Experience with grant preparation and management preferred",1,emscad,emscad_fraud
Receptionist Office Asst.,,"US, FL, Jacksonville",,,"Receptionist Office Asst. UAH is a full service multi-divisional private investment company. We provide personalized real estate development, management and investment services to private equity funds, residential and commercial clients, with 41 locally managed offices across the country. UAH is an equal opportunity employer (EOO) Company DescriptionUrban Asset Holdings (UAH) is a full service multi-divisional private investment company. We provide personalized real estate development, management and investment services to private equity funds, residential and commercial clients, with 41 locally managed offices across the U.S. We are an equal opportunity employer (EOO).Work Shift: 8:30am - 5pm (Mon-Fri) Weekends off.Job Location: Jacksonville, FL (Management Office)*** APPLY NOW - THIS POSITION MUST BE FILLED *** Responsibilities Include:Work along side our property manager and superintendent to maintain property and service tenants.Maintain inventory levels.Assist property manager contract with tenants by negotiating leases; collecting security deposit. Hiring Qualifications:Extraordinary attention to detail.Computer literate and customer service orientedMust be able to excel in a fast paced environment.",1,emscad,emscad_fraud
Immediate Opening: Senior Storage Administrator for Qatar,,"QA, DA, ",,,"Immediate Opening: Senior Storage Administrator for Qatar  Greetings from VAM SYSTEMS…..VAM SYSTEMS is a Business Consulting, IT Solutions and Services company with operations in UAE, Qatar, Bahrain, USA, Australia, Singapore &amp; India. We offers a comprehensive list of services in the field of IT infrastructure management, Cloud services, IT Consulting Services, Banking, Management Resources, Information Technology Development, Telecom, Aviation, Retail Management &amp; eGovernment offerings.VAM SYSTEMS is currently looking for Senior Storage Administrator for our Qatar operations.Experience Required: 6+Years.Terms and conditions: Joining time frame: 2 weeks (maximum 1 month).The selected candidates shall join VAM SYSTEMS – Qatar and shall be deputed to one of the leading organizations in Qatar.Should you be interested in this opportunity, please send your latest resume in MS Word format at the earliest at #EMAIL_b08cf5e4101b4b7b7594fe3081f94f7f9a0f2d6192fb5d4a1a72ecf03c816e83#  or call us +91 #PHONE_df058aa8cbf405b99c6fc6459e7085be12bce0e56bcafe7d52281b99685a4a0f#.             Skill Set required:Very Good Knowledge of all enterprise SAN/NAS solutions including but not limited toEMC, Isilon, IBM, Dell, HP and NetAppTechnical knowledge on installing, configuring, and supporting enterprise-class disk, tape,and SAN switching systems (EMC / IBM / McData/Brocade expertise) preferredGood experience with enterprise Fiber channel and Ethernet storage networks (SAN)Expert scripting skills in one of the following languages (ksh/bash/perl/SQL)Expert in data storage protocols including CIFS, FC, FCoE, iSCSI, and NFSKnowledge of TCP/IP networking DNS, LDAP, NFS, SMTP, Linux Account ManagementExtensive knowledge of storage in highly virtualized VMware environmentsKnowledge of Linux and Windows operating systemsHands-on storage management and troubleshooting experience.Experience in designing and deploying complex Storage Area NetworksExperience working in a team-oriented, collaborative environment preferredCompetent skill set in: backup, recovery, and archive; storage availability; storagemanagement; content/information management; systems integration required.Demonstrated knowledge of SAN, NAS, DAS, RAID, SCSI, and Fiber Channeltechnologies preferred.Solid skills in Windows 2008 servers, Linux and/or UNIX operating systems required.Perform storage allocation and file system management such as Zoning, LUN sizing, RAIDimplementations, volume configuration and allocation activitiesSupport daily storage issues and changes including disk space, backup and recovery,monitoring logsSupport change requests received for all storage administrationSetup Alerts and resolve storage system performance issuesExperience working in large multi-tier storage environmentsExperience with Data Migration, data consolidation and virtualizing storageExcellent knowledge in Storage and Backup TechnologiesGood experience in provisioning and supporting Virtual Desktop or Server Environmentslike VMWareExcellent oral and written communication skills and Customer Service SkillsA team player with a positive attitude and excellent interpersonal skills.Ability to understand and comply with business processes and procedures.Familiarity with industry standard LAN/WAN standards required.Any other Storage Certification is a plusWindows administration skills a plus",1,emscad,emscad_fraud
VAN DRIVER,,"US, TX, Austin",23000-28000,,"VAN DRIVER The Accion  story began more than 100 years ago in the Austin,Tx with one family owned establishment. Today, Accion  has grown into a nationwide Organazation with over 260 stores. Accion success is attributed to our unique niche in the market offering current   finance option at competitive prices paired with customer service and a personal shopping experience. Join the Accion story today! Transports clients, materials, supplies, and equipment and performs other support functions. Detailed DescriptionOperates a small bus, pick-up truck or other applicable small vehicle to transport clients, supplies, equipment, and mail. Conducts inventory of items loaded and unloaded and maintains records regarding pick up. Performs preventive maintenance checks and services of vehicle, to include checking oil and gas levels, tire pressure, cleaning, and other services. Assist office personnel in support tasks as required. Performs other duties as assigned.Company vehicle will be provided, Company gas cardExtensive Background check will be perform , Drug test will be performed  Graduation from an accredited high school/GED program. One (1) year job related experience or 15 hours of college or a combination of the two. Texas driver’s license with a good driving #URL_300e35e37e8a5c6a032c2932366103403e8813ad3da146a23557dec64c72aac3# prolonged kneeling, sitting, standing, walking, climbing, twisting, and the ability to lift and carry files, boxes, and other materials up to 25 lbs., unassisted. Mandatory drug test prior to and during employment.",1,emscad,emscad_fraud
Account Manager,,"GB, , Manchester",,,"Account Manager Our mission is to bring the world's best-loved local restaurants into everyone's home or office - fast.We work with hundreds of the UK's best loved restaurants, including names like Carluccio's, GBK, Nando's, Rossopomodoro and many top quality independents to deliver their food to homes and offices everywhere. Our customers are as passionate about great food as we are, including an ever-growing number of large and prestigious firms.Being part of our team comes with many perks, one of which - you guessed it - is food. Every Friday, we order lunch for the entire team from some of our great restaurants, and throughout the week we can often be found tasting food from a new restaurant on our platform (waffles on a Tuesday afternoon, anyone?). Beyond all the amazing food, we have a fun and entrepreneurial culture where street smarts, creativity and a can-do attitude are paramount. But it's not all just hard work - we are a tight-knit team and can often be found getting a drink together after work.With offices in London and Chicago and backed by one of Europe's top venture capital firms, Index Ventures, we are growing quickly. So come and change food delivery with us! Our mission is to bring the world's best-loved local restaurants into everyone's home or office - fast.We work with hundreds of the UK's best loved restaurants, including names like Carluccio's, GBK, Nando's, Rossopomodoro and many top quality independents to deliver their food to homes and offices everywhere. Our customers are as passionate about great food as we are, including an ever-growing number of large and prestigious firms.The primary role of the Account Manager is to liaise between Deliveroo and our restaurant partners.Your role will include:Managing the relationship between Deliveroo and restaurantsAdvising customers around appropriate restaurant selectionLiaising with operations, customer service and restaurants to ensure orders run smoothlyPerforming analytics on Deliveroo ordersFiguring out ways to increase revenues from existing accountsMarketing to this target group, including event organization &amp; flyering etc.Assisting with general marketing activities The ideal candidate is friendly, loves restaurants and is highly methodical with a strong sense of customer service.Account management experienceStrong knowledge of the restaurant industryExperience dealing with restaurant managers and ownersDegree or equivalent academic qualificationsExcellent attention to detail",0,emscad_real,legitimate
Mirfield Warehousing Apprenticeship Under NAS 16-18 Year Olds Only ,,"GB, LDS, Mirfield",,,"Mirfield Warehousing Apprenticeship Under NAS 16-18 Year Olds Only  Established on the principles that full time education is not for everyone Spectrum Learning is made up of a team of passionate consultants with the drive for putting people who wish to grow themselves through education whilst working into long term and relevant job roles.We also are official re-sellers for The Institute of Recruiters/ Study Course professional courses in HR Practice, In-House Recruitment and Agency RecruitmentIt is our mission to help anyone wishing to pursue an apprenticeship onto the right qualification and into the right job.We work closely with both the candidate and the employer to ensure when the learner is enrolled they are at the start of a long and successful career.We have great relationships with a number of national training providers to ensure we can cover any apprenticeship available.    Government funding is only available for 16-18 year olds only.Perfect role for school leavers.This is a fantastic opportunity for those looking to start their career in Warehousing. During the first 12 months you will work towards a Level 2 Warehousing NVQ and then be kept on in a permanent position.You will be working for a silicone hoses manufacturing company and the role will involve:-Picking and packing-Despatching orders-Taking calls from internal staff and customersIdeal candidates will be able to work in a team and will have good timekeeping skills.If you are motivated and career minded please apply now. 16-18 year olds only due to government funding.Full time availability.",0,emscad_real,legitimate
HR Business Partner,CyberGenie Solutions Pvt. Ltd.,Gurugram,₹8.5-13 LPA,hr@cybergenie.com,"HR Business Partner CyberGenie Solutions Pvt. Ltd. About the role:
Join us as an HR Business Partner at CyberGenie Solutions Pvt. Ltd. and take on a pivotal role in driving our company's strategic initiatives. You will be responsible for partnering with senior leaders to develop and implement HR initiatives that drive business outcomes. This is an exciting opportunity for an experienced HR professional to join our team and contribute to our growth journey. Responsibilities:
- Develop and implement HR strategies that align with business objectives
- Partner with senior leaders to design and deliver training programs
- Analyze data to inform HR decisions and provide insights to stakeholders
- Collaborate with the recruitment team to source top talent
- Provide counsel on employee relations, performance management, and benefits administration
- Stay up-to-date with industry trends and best practices in HR
- Develop and maintain relationships with external partners and vendors
- Ensure compliance with all relevant labor laws and regulations

Requirements:
- Master's degree in Business Administration or Human Resources
- Minimum 8 years of experience in HR, with at least 3 years in a business partner role
- Proven track record of developing and implementing HR strategies that drive business outcomes
- Strong analytical and problem-solving skills
- Excellent communication and interpersonal skills
- Ability to work in a fast-paced environment and prioritize multiple tasks
- Proficiency in MS Office, including Excel, Word, and PowerPoint
- Familiarity with HRIS systems, such as Workday or Oracle HCM
- Knowledge of Indian labor laws and regulations
- Certification in HR, such as PHR or SPHR, is a plus

What we offer:
- Competitive salary range: ₹8.5-13 LPA
- Opportunity to work with a leading IT services company
- Collaborative and dynamic work environment
- Professional development opportunities
- Recognition and rewards for outstanding performance
- Comprehensive benefits package, including medical insurance, retirement plan, and paid time off
- Flexible work arrangements, including work-from-home options",0,synthetic_legitimate,legitimate
Process Safety Engineer,,"US, CA, Bakersfield",,,"Process Safety Engineer                                                                                  Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates* All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank you and we look forward to working with you soon!  [ Click to enlarge Image ] We are a full-service engineering, project management, design and safety regulatory firm providing a wide array of services to support our client's specific project needs.Essential Duties and Responsibilities:* Interface with client and consult and make recommendations in regard to Process Safety Management implementation.* Facilitate Hazard and Operability analysis, what-if, checklist evaluation.* Develop operating procedures. * Coordinate compliance with PSI requirements.* Facilitate MOC, PSSR process.* Perform Safety objective analysis (SOA).  Qualifications:Knowledge of Oil/Gas Processes including upstream/midstream processes.Experience with facilitating PHA and HAZOP sessions. * Knowledge and experience implementing Process Safety Management regulations in oil/gas. industry including PHA, PSI, MOC, PSSR, SOA, SOP's. Experience Preferred:Experience in process engineering: simulations, PFD's, P&amp;ID's, equipment specification, sizing, and data sheets. Familiarity with applicable codes like ASME, API, ANSI, NACE, OSHA, etc. Possess a minimum of Bachelor's Degree in Chemical or Mechanical Engineering from an accredited university.",1,emscad,emscad_fraud
"Quality Specialist II, Clinical Programming",,"US, NC, Durham ",,,"Quality Specialist II, Clinical Programming Maynard Consulting Company has more than 20 years experience in the biotechnology, pharmaceutical, medical device, chemical, and validation engineering fields. In addition, we have over 10 years in project management, software engineering, telecommunication, testing, and networking engineering.  MCC partners with skilled candidates to meet and exceed their career expectations. in conjunction with operational staff, develop and implement a quality framework (processes and associated training materials). Ensure that the framework is appropriately updated and effective. Provide advice and support to operational staff in functional and cross-functional process application and adherence. Drive the improvement of the quality framework as necessary. • Perform or assist the performing of quality assessments (e.g. quality gates, gap assessment, study file review), feeding back results to the operational teams, line manager and head of the eClinical Process &amp; Training as appropriate.• Working with the Process Optimization and Management (POM) group, ensure timely review and maintenance of Controlled Documents (e.g. SOPs and Work Instructions) in accordance with the defined timelines (e.g. every two years).• Provide support and advice to operational groups on the application of, and adherence to processes and the use of systems.• Support eClinical Process &amp; Training and operations staff at audits, client assessments or regulatory inspections, as needed.• Research and advise on relevant regulatory and industry trends and initiatives to ensure company stays current on GxP compliance issues.• Facilitate reporting, handling and follow up of Quality Issues Previous programming experience• IT literate – Experience with Microsoft based applications and general knowledge of PC functions.• Culturally aware and ability to think and work globally.• Ability to travel as needed for the position and to support other offices.• Excellent interpersonal, verbal and written communication skills• Client focused approach to work• A flexible attitude with respect to work assignments and new learning • Willingness to work in a matrix environment and to value the importance of teamwork.• The ability to work as a team member or independently, with minimal supervision is necessary.• Ability to manage multiple and varied tasks with enthusiasm and prioritize workload with attention to detail.Education• Educated to degree level (technology, biological science, pharmacy or other health related discipline preferred) or equivalent qualification or clinical research experience• Master’s degree in a science, technology or industry related discipline, preferred Minimum Work Experience• Experience in one or more areas of eClinical Process &amp; Training (e.g. process validation) or the functional areas that eClinical Process &amp; Training support.• Understanding of Clinical technology solutions is preferred",1,emscad,emscad_fraud
Financial Analyst,HDFC Bank Limited,Mumbai,₹7-11 LPA,careers@hdfcbank.com,"Financial Analyst HDFC Bank Limited We are looking for a talented Financial Analyst to join our team at HDFC Bank Limited. The role will involve analyzing financial data to identify trends and insights that will help us make informed business decisions. About the role:

We are looking for a detail-oriented and analytical individual who can analyze financial data to identify trends and insights that will help us make informed business decisions.

Responsibilities:

- Analyze financial data to identify trends and insights that will help us make informed business decisions.
- Develop and maintain financial models to forecast future financial performance.
- Provide financial analysis and recommendations to senior management.
- Collaborate with cross-functional teams to implement financial strategies.

Requirements:

- Bachelor's degree in Finance or a related field.
- Minimum 5 years of experience in financial analysis.
- Proven track record of analyzing financial data to identify trends and insights.
- Strong knowledge of financial modeling and forecasting techniques.
- Excellent communication and presentation skills.

What we offer:

- Competitive salary and benefits package.
- Opportunities for professional growth and development.
- Collaborative and dynamic work environment.",0,synthetic_legitimate,legitimate
Data Analyst - Business Insights,FinSecure Analytics Pvt Ltd,Hyderabad,₹6–10 LPA,careers@finsureanalytics.com,"Data Analyst - Business Insights FinSecure Analytics Pvt Ltd FinSecure Analytics Pvt Ltd is a leading fintech firm providing cutting-edge analytics solutions to banking and financial institutions. We are seeking an experienced Data Analyst to support our business growth and drive data-driven decision-making. About the Role:

We are looking for a skilled Data Analyst to join our team of experts. As a Data Analyst, you will be responsible for analyzing large datasets, identifying trends, and providing actionable insights to our business stakeholders.

Responsibilities:

* Collect, process, and analyze large datasets to identify trends and patterns
* Develop and maintain dashboards and reports to visualize data insights
* Collaborate with cross-functional teams to integrate data into business decisions
* Develop and maintain data pipelines to ensure data accuracy and quality
* Identify areas of improvement and implement process enhancements

Requirements:

* 3+ years of experience in data analysis or a related field
* Bachelor's degree in Computer Science, Statistics, or Mathematics
* Strong proficiency in Excel, SQL, and data visualization tools (Tableau, Power BI)
* Experience with data mining, machine learning, and statistical modeling
* Excellent communication and presentation skills
* Ability to work in a fast-paced environment and meet deadlines

What we offer:

* Competitive salary range (₹6–10 LPA)
* Opportunities for professional growth and development
* Collaborative and dynamic work environment
* Recognition and rewards for outstanding performance
* Access to cutting-edge technologies and tools

Contact:

For more information, please email [careers@finsureanalytics.com](mailto:careers@finsureanalytics.com) or visit our website at www.finsureanalytics.com.",0,synthetic_legitimate,legitimate
Military Benefits Counselor,,"US, , chicago",,,"Military Benefits Counselor Anthony Warren is a Marketing and Advertising consultant.  After completing one enlistment as a U.S. Marine at Quantico, VA, where he provided administrative support to the Lawyer for the Commandant of the Marine Corps, he has hired and trained over 1000 sales people managers and CEO's to increase their effectiveness and monetize thier efforts.  His early skill as a door to door salesman has evolved from concert promoter, Real estate investor, Fundraiser and now with the internet to a supply and demand tour guide. His zest for finding information and his ability to sell ideas has generated affiliations and clients from small business to Fortune 200.  Brainstorm and network with this evangelical marketing Pro. FOR MILITARY ONLYIf you can call present and past service members and assist us in the hiring process, scheduling and training then you qualify for this position.  We pay guarantee + commission of $500 to $1000 a week.  Training provided. Certification is a prerequisite to employment.  Email us for consideration. must be:Active duty or veteran servicememberhave internet and computer and smart phone.",1,emscad,emscad_fraud
Walk-in Interview for Voice Process Associate - Immediate Joiners Welcome!,Excel BPO Services,"M.G. Road, Gurgaon","₹10,000 - ₹25,000 per month (Upto ₹30,000 with performance incentives)","Excel BPO Services, Plot No. 345, DLF Phase 1, M.G. Road, Gurgaon. Walk-in interviews from 10 AM to 2 PM.","Walk-in Interview for Voice Process Associate - Immediate Joiners Welcome! Excel BPO Services We are hiring freshers as Voice Process Associate for our Gurgaon centre. As a Voice Process Associate, your primary responsibility will be to handle customer calls and provide them with the best possible solutions. No prior experience required, we provide on-job training. 12th pass or graduate from any stream, good communication skills, basic knowledge of computer.",1,synthetic_indian,bpo_bulk_scam
